Phrase ^ Count
saith the lord  ^ 731
of service to do service  ^ 3
to do service in the holy  ^ 3
upon the sabbath day  ^ 3
one unto  ^ 3
loops made  ^ 3
and he made fifty  ^ 3
over the tabernacle  ^ 3
under every  ^ 3
and he overlaid it with pure  ^ 3
and he made the staves  ^ 3
made he  ^ 3
branches going out  ^ 3
on the two ends  ^ 3
on this side and another  ^ 3
of the court gate  ^ 3
and all the pins  ^ 3
the vessels of the altar  ^ 3
to the door of the tabernacle  ^ 3
and they made two  ^ 3
moses and he made  ^ 3
the work of the tabernacle  ^ 3
of the tabernacle of the tent  ^ 3
the table and  ^ 3
they will not believe  ^ 3
of the lord who  ^ 3
and aaron went  ^ 3
put forth thine hand  ^ 3
out of the river  ^ 3
also these  ^ 3
commanded him so  ^ 3
him so did  ^ 3
moses and he put  ^ 3
in the tent of the congregation  ^ 3
before the veil  ^ 3
round about the tabernacle  ^ 3
before the door  ^ 3
the tabernacle and all  ^ 3
not aught  ^ 3
unto them wherefore  ^ 3
upon the men  ^ 3
and with a strong hand  ^ 3
and the years of the life  ^ 3
and the sons of merari  ^ 3
him i am the lord  ^ 3
and aaron took  ^ 3
them the land  ^ 3
say unto the children  ^ 3
had said and the lord  ^ 3
go get  ^ 3
get thee unto  ^ 3
of the river  ^ 3
of egypt and the magicians  ^ 3
so with their enchantments  ^ 3
heart was hardened  ^ 3
after that the lord  ^ 3
upon egypt  ^ 3
pharaoh and say  ^ 3
shall depart from  ^ 3
went out from  ^ 3
that there was  ^ 3
and stand before  ^ 3
it is not meet  ^ 3
stretch forth thine hand  ^ 3
upon thine heart  ^ 3
flee into  ^ 3
man and upon  ^ 3
and upon beast  ^ 3
herb of the field  ^ 3
no longer  ^ 3
my hands unto  ^ 3
of israel and the cattle  ^ 3
and all the cattle  ^ 3
month  in the fifth day of the month  ^ 3
not when they went  ^ 3
behold one  ^ 3
when they went they went  ^ 3
they went upon  ^ 3
their four sides  ^ 3
the spirit of the living creature  ^ 3
of great waters  ^ 3
the firmament that  ^ 3
in the land of the chaldeans  ^ 3
and every one had four  ^ 3
from between the cherubims  ^ 3
every one straight forward  ^ 3
i saw by  ^ 3
and when i looked behold  ^ 3
jaazaniah the son  ^ 3
the border of israel  ^ 3
am the lord for  ^ 3
in my statutes neither  ^ 3
ah lord  ^ 3
you out of the countries  ^ 3
spirit within  ^ 3
of man these  ^ 3
in my statutes and keep  ^ 3
the midst of the city  ^ 3
therefore prophesy  ^ 3
of israel for i  ^ 3
thou unto them thus  ^ 3
say i  ^ 3
upon his shoulder  ^ 3
not they have ears  ^ 3
that i shall speak  ^ 3
which i have spoken  ^ 3
though they  ^ 3
they be a rebellious  ^ 3
be a rebellious house  ^ 3
as i was commanded  ^ 3
of man hath not  ^ 3
god and the word  ^ 3
saying peace  ^ 3
to the ground  ^ 3
and they shall be no  ^ 3
woe unto  ^ 3
that the house  ^ 3
and beast from  ^ 3
though these three  ^ 3
were in it as i  ^ 3
it as i live  ^ 3
god they shall deliver  ^ 3
they shall deliver neither  ^ 3
into that  ^ 3
that i have brought  ^ 3
i have brought upon  ^ 3
and cometh to  ^ 3
to the prophet  ^ 3
all your abominations  ^ 3
and i will make the land  ^ 3
the land desolate  ^ 3
thy fair jewels  ^ 3
woe woe  ^ 3
all thy lovers  ^ 3
of the poor and needy  ^ 3
also which  ^ 3
am the lord that  ^ 3
in the furrows  ^ 3
what these  ^ 3
and all the trees  ^ 3
great waters  ^ 3
his blood shall be  ^ 3
the idols of the house  ^ 3
bear the iniquity  ^ 3
the righteousness of the righteous  ^ 3
my statutes and do  ^ 3
he shall surely live he shall not  ^ 3
that he hath sinned  ^ 3
from his righteousness and committeth  ^ 3
and committeth iniquity  ^ 3
in israel behold  ^ 3
planted by  ^ 3
more be heard  ^ 3
and they put him in ward  ^ 3
thee to  ^ 3
god and they  ^ 3
they will hear or whether  ^ 3
or whether they will forbear  ^ 3
briers and thorns  ^ 3
unto them whether  ^ 3
do he shall even live  ^ 3
not in my statutes  ^ 3
for my names sake that it should not  ^ 3
that it should not be polluted  ^ 3
for their heart  ^ 3
in the sight of the heathen  ^ 3
to the end that  ^ 3
mine hand to give  ^ 3
with your fathers  ^ 3
of man wilt thou judge  ^ 3
you into the land  ^ 3
flesh shall see  ^ 3
a land that  ^ 3
therefore son of man  ^ 3
this shall not  ^ 3
the lord say  ^ 3
to shed  ^ 3
shed blood  ^ 3
of man say  ^ 3
of them desirable young men  ^ 3
was alienated from  ^ 3
with them all  ^ 3
any more for  ^ 3
because thou hast forgotten  ^ 3
into my sanctuary  ^ 3
unto a woman  ^ 3
day of the month the word  ^ 3
nor weep  ^ 3
woe to the bloody  ^ 3
to the bloody city  ^ 3
is in the midst  ^ 3
am the lord thus  ^ 3
and it came to pass in the eleventh  ^ 3
in the eleventh year  ^ 3
of the sea for  ^ 3
a mount against  ^ 3
they were thy merchants  ^ 3
of man take up  ^ 3
take up a lamentation  ^ 3
which is in the midst  ^ 3
thou hast said  ^ 3
them and they shall know that  ^ 3
in their land  ^ 3
and they shall dwell safely  ^ 3
and i will scatter the egyptians  ^ 3
the egyptians among the nations  ^ 3
month  in the first day of the month  ^ 3
of babylon and he shall take  ^ 3
thou shalt fall upon  ^ 3
this roll  ^ 3
moreover he said unto  ^ 3
and hear with thine ears  ^ 3
therefore hear the word  ^ 3
in his iniquity but his blood  ^ 3
will i require at thine hand  ^ 3
he shall die  ^ 3
hast delivered thy soul  ^ 3
thou warn  ^ 3
shall not be remembered  ^ 3
a stumblingblock before  ^ 3
unto for  ^ 3
their faces and  ^ 3
fear them not  ^ 3
am the lord and it came to pass  ^ 3
shall fall with  ^ 3
among the thick boughs  ^ 3
the trees of eden  ^ 3
in the midst of the uncircumcised  ^ 3
and all his multitude  ^ 3
all the fowls  ^ 3
any tree  ^ 3
month in the first  ^ 3
all them that dwell  ^ 3
fallen by the sword  ^ 3
of them slain fallen  ^ 3
which are gone down  ^ 3
their shame with  ^ 3
shall lie with  ^ 3
shall not give  ^ 3
give her light  ^ 3
a man  ^ 3
then shall they know that  ^ 3
his brother saying  ^ 3
meat for  ^ 3
behold i even i  ^ 3
more be  ^ 3
shall yield her increase  ^ 3
all the face  ^ 3
to every beast  ^ 3
therefore as i  ^ 3
ye mountains of israel  ^ 3
any more neither  ^ 3
say unto the house  ^ 3
will be your god  ^ 3
for the corn  ^ 3
of israel to do  ^ 3
and to the hills to the rivers  ^ 3
to the rivers and to the valleys  ^ 3
then shall ye know that  ^ 3
of man take  ^ 3
their god and david  ^ 3
and the heathen shall know  ^ 3
the chief prince  ^ 3
prince of meshech  ^ 3
of meshech and tubal  ^ 3
that creep upon  ^ 3
and to every beast  ^ 3
assemble yourselves and come  ^ 3
of man thus  ^ 3
from therefore  ^ 3
from them for  ^ 3
twenty shekels  ^ 3
the iniquity of the house  ^ 3
on this side and three  ^ 3
cubits on this side  ^ 3
cubits on that side  ^ 3
and the breadth five  ^ 3
looketh toward  ^ 3
measures and there were windows  ^ 3
and five and twenty  ^ 3
and he stood  ^ 3
and behold there was a man  ^ 3
broad and the porches  ^ 3
to it had eight steps  ^ 3
court and palm trees  ^ 3
and palm trees were upon  ^ 3
were upon the posts  ^ 3
and he brought me into  ^ 3
me into the inner  ^ 3
thereof on this side and on that side  ^ 3
and the sin offering and the trespass offering  ^ 3
were two tables  ^ 3
upon all that  ^ 3
thou seest  ^ 3
and a half  ^ 3
that was before the house  ^ 3
one reed  ^ 3
reed broad  ^ 3
the porch of the gate  ^ 3
six cubits  ^ 3
other garments  ^ 3
the east side  ^ 3
the south side  ^ 3
the top of the mountain  ^ 3
one cubit  ^ 3
of the altar in the day  ^ 3
the levites that  ^ 3
came from the way  ^ 3
and on the second day  ^ 3
kept the charge  ^ 3
shall enter into  ^ 3
by the way of the porch  ^ 3
of the porch of that gate  ^ 3
of five and twenty  ^ 3
and a hin of oil  ^ 3
over against the oblation  ^ 3
the possession of the city  ^ 3
unto the east  ^ 3
violence and spoil  ^ 3
of oil to an ephah  ^ 3
in the four corners  ^ 3
he shall not return  ^ 3
the door of the house  ^ 3
the border of damascus  ^ 3
northward and the border  ^ 3
that sojourn among  ^ 3
to the coast  ^ 3
thousand in length  ^ 3
of the lord shall be  ^ 3
of it neither  ^ 3
over against the five  ^ 3
the five and twenty  ^ 3
a and by  ^ 3
even unto the west  ^ 3
hundred and three  ^ 3
they shall fall by the sword  ^ 3
the day behold  ^ 3
the time is come  ^ 3
to the battle for  ^ 3
all faces  ^ 3
shall not be able  ^ 3
because it is  ^ 3
neither will i have pity  ^ 3
for they say  ^ 3
they say the lord  ^ 3
and thou shalt see greater  ^ 3
greater abominations  ^ 3
abominations that  ^ 3
to the house of judah  ^ 3
the way toward the north  ^ 3
what they  ^ 3
and build the house  ^ 3
of men and women  ^ 3
of jeshua the son  ^ 3
for this matter  ^ 3
the son of eliashib  ^ 3
then all the men  ^ 3
two hundred twenty  ^ 3
and six the children  ^ 3
fifty and six  ^ 3
and twelve the children  ^ 3
with zerubbabel  ^ 3
and three the men  ^ 3
twenty and one  ^ 3
and two the men  ^ 3
of israel the children  ^ 3
the priests the children  ^ 3
forty and seven  ^ 3
the children of akkub  ^ 3
of akkub the children  ^ 3
and the children of solomons  ^ 3
said unto them that  ^ 3
and some of the chief of the fathers  ^ 3
pound of silver  ^ 3
priests garments  ^ 3
and the singers and the porters  ^ 3
unto the lord because  ^ 3
month began  ^ 3
of shealtiel and jeshua  ^ 3
and jeshua the son  ^ 3
of god at jerusalem  ^ 3
unto the king that  ^ 3
and know that  ^ 3
for which cause  ^ 3
to zerubbabel  ^ 3
and shimshai the scribe  ^ 3
of the men that  ^ 3
these many  ^ 3
he gave them  ^ 3
made a decree  ^ 3
of cyrus the king  ^ 3
governor on this side  ^ 3
darius the king  ^ 3
of the great god  ^ 3
of darius the king  ^ 3
which are beyond  ^ 3
are beyond the river  ^ 3
that they be not  ^ 3
of the commandments of the lord  ^ 3
to go up to jerusalem  ^ 3
concerning judah  ^ 3
the river that  ^ 3
and to a hundred  ^ 3
a hundred measures  ^ 3
and whosoever will  ^ 3
the son of amariah  ^ 3
of amariah the son  ^ 3
of moses which  ^ 3
of the king for  ^ 3
month came  ^ 3
before our god  ^ 3
and abode there  ^ 3
the son of jeshua  ^ 3
the good of the land  ^ 3
take their daughters  ^ 3
and returned  ^ 3
jerusalem to  ^ 3
and abode  ^ 3
then after  ^ 3
brethren which are with  ^ 3
they glorified god  ^ 3
jerusalem with  ^ 3
gentiles but  ^ 3
before them all  ^ 3
when i saw  ^ 3
abraham for  ^ 3
just shall live  ^ 3
law is  ^ 3
of faith  ^ 3
seed which  ^ 3
law then  ^ 3
faith of jesus  ^ 3
under sin  ^ 3
ye are all  ^ 3
then are  ^ 3
are ye so  ^ 3
abraham believed  ^ 3
me as  ^ 3
it is written that  ^ 3
into your  ^ 3
abba father  ^ 3
then when  ^ 3
therefore in the  ^ 3
then is the  ^ 3
of the cross  ^ 3
not under  ^ 3
no law  ^ 3
lest thou  ^ 3
neither they  ^ 3
for every man  ^ 3
in due season  ^ 3
and god called  ^ 3
whose seed  ^ 3
yielding seed  ^ 3
said let there be  ^ 3
above the earth  ^ 3
of the earth after his kind  ^ 3
i have given you  ^ 3
fowl of the air  ^ 3
in the land of shinar  ^ 3
are the families of the sons  ^ 3
lived thirty  ^ 3
into egypt to sojourn  ^ 3
in the land and it came to pass  ^ 3
when he was come near  ^ 3
to enter into egypt  ^ 3
abram and said  ^ 3
and pitched his tent  ^ 3
toward sodom  ^ 3
now thine eyes  ^ 3
between bethel  ^ 3
which went with  ^ 3
unto lot  ^ 3
that his brother  ^ 3
and the women  ^ 3
king of salem  ^ 3
and smote all  ^ 3
in a good old age  ^ 3
what wilt thou give  ^ 3
no seed  ^ 3
that spoke unto  ^ 3
and abraham took  ^ 3
with him saying  ^ 3
as for me behold  ^ 3
a father of many  ^ 3
with and the lord  ^ 3
and he sat  ^ 3
and all the nations  ^ 3
the place for  ^ 3
within the city  ^ 3
i will not destroy  ^ 3
do as  ^ 3
this place for  ^ 3
thou hast showed unto  ^ 3
and toward all  ^ 3
also bore  ^ 3
and said unto him where  ^ 3
of it for  ^ 3
and every fowl  ^ 3
creature that  ^ 3
god formed  ^ 3
his father and his mother  ^ 3
and there was not a man  ^ 3
the tree of life  ^ 3
sarah his wife  ^ 3
he said behold  ^ 3
for the woman  ^ 3
for i also  ^ 3
rose early in the morning  ^ 3
and told all  ^ 3
unto me that  ^ 3
shall thy seed be called  ^ 3
heaven and said  ^ 3
in the wilderness of paran  ^ 3
and phichol the chief captain  ^ 3
who hath done  ^ 3
seven ewe lambs  ^ 3
and he said for  ^ 3
god had commanded  ^ 3
his son isaac  ^ 3
thy son thine only  ^ 3
because thou hast done  ^ 3
both of them together  ^ 3
and said my father  ^ 3
an altar there  ^ 3
answered abraham  ^ 3
the sons of heth  ^ 3
for a possession of a burial place  ^ 3
i am a stranger  ^ 3
with them saying  ^ 3
of machpelah which  ^ 3
unto my master  ^ 3
i stand  ^ 3
drink also  ^ 3
unto the well  ^ 3
which she bore  ^ 3
to wash his feet  ^ 3
straw and provender  ^ 3
and to my kindred  ^ 3
the woman will not  ^ 3
thou comest to  ^ 3
son whom  ^ 3
kindly and truly  ^ 3
and truly with  ^ 3
isaac and isaac  ^ 3
abrahams son  ^ 3
to laban the syrian  ^ 3
was forty  ^ 3
in the days of abraham  ^ 3
departed thence  ^ 3
son and said  ^ 3
son esau  ^ 3
where is he  ^ 3
his yoke from off  ^ 3
from off thy neck  ^ 3
turn away from  ^ 3
of the daughters of canaan  ^ 3
in that place  ^ 3
of god and this  ^ 3
arise go  ^ 3
and of all that  ^ 3
unto laban  ^ 3
of laban his mothers  ^ 3
his mothers brother  ^ 3
from the wells  ^ 3
man abide  ^ 3
with and jacob  ^ 3
for my days  ^ 3
and he gave him  ^ 3
a son and said  ^ 3
will i praise the lord  ^ 3
cometh with  ^ 3
and he shall rule  ^ 3
behold the man  ^ 3
and gave also  ^ 3
son and leah  ^ 3
and rachel said  ^ 3
and jacob came  ^ 3
and god hearkened  ^ 3
and every one that  ^ 3
for i have seen  ^ 3
with all that  ^ 3
either good or  ^ 3
and god came  ^ 3
said to jacob  ^ 3
pass over this  ^ 3
suffered him not  ^ 3
a man with  ^ 3
but israel  ^ 3
and jacob called  ^ 3
grace in the sight  ^ 3
said i have  ^ 3
she bore unto jacob  ^ 3
unto her father  ^ 3
the sons of jacob  ^ 3
even all that  ^ 3
the father of shechem  ^ 3
said unto her fear  ^ 3
and it came to pass when israel  ^ 3
which is hebron  ^ 3
of canaan that  ^ 3
wife and these  ^ 3
out of the pit  ^ 3
and the keeper of the prison  ^ 3
which he  ^ 3
from me but  ^ 3
nothing that  ^ 3
the chief butler  ^ 3
house saying  ^ 3
out of the dungeon  ^ 3
pharaoh and pharaoh  ^ 3
favored and leanfleshed  ^ 3
be known that  ^ 3
by god  ^ 3
the daughter of potipherah  ^ 3
of potipherah priest  ^ 3
priest of on  ^ 3
over all the land  ^ 3
asenath the daughter  ^ 3
years which  ^ 3
what he saith  ^ 3
that we may live and not  ^ 3
every mans money  ^ 3
money into  ^ 3
jacob their father  ^ 3
and we said unto  ^ 3
but that ye  ^ 3
i bring him not  ^ 3
with sorrow to the grave  ^ 3
to buy food  ^ 3
into josephs house  ^ 3
but if thou wilt not  ^ 3
unto my father  ^ 3
unto me thou  ^ 3
and come unto  ^ 3
and his brethren and all  ^ 3
hand upon  ^ 3
cometh unto  ^ 3
that is in the field  ^ 3
of ephron the hittite  ^ 3
there they buried  ^ 3
sixty and five  ^ 3
walked with  ^ 3
which is beyond  ^ 3
died being a hundred  ^ 3
being a hundred and ten  ^ 3
said go up  ^ 3
the earth and behold  ^ 3
said unto noah  ^ 3
thou and thy sons  ^ 3
and beast  ^ 3
did and the lord  ^ 3
the earth and the waters  ^ 3
and the waters prevailed  ^ 3
the high hills  ^ 3
are not clean  ^ 3
the face of the ground  ^ 3
him into the ark  ^ 3
over the earth  ^ 3
o lord how long  ^ 3
for the wicked  ^ 3
shall come from far  ^ 3
for the violence  ^ 3
and there is no breath  ^ 3
all the remnant  ^ 3
in the day of trouble  ^ 3
by haggai  ^ 3
of shealtiel governor  ^ 3
unto the people saying  ^ 3
in the four and twentieth  ^ 3
of hosts saying  ^ 3
of hosts consider  ^ 3
day of the month came  ^ 3
of darius came  ^ 3
now from  ^ 3
of the land saith  ^ 3
unto the fathers  ^ 3
same and  ^ 3
sit on  ^ 3
than the angels  ^ 3
and offering  ^ 3
sacrifice for  ^ 3
the lord i will put  ^ 3
i will put my  ^ 3
covenant that  ^ 3
that i will make  ^ 3
for ye have  ^ 3
ye have need  ^ 3
promise for  ^ 3
and of goats  ^ 3
thou wouldest not  ^ 3
sacrifice and  ^ 3
of the sky  ^ 3
wherefore god  ^ 3
shall thy seed  ^ 3
their dead  ^ 3
was not found  ^ 3
but without  ^ 3
shall see the  ^ 3
who for  ^ 3
no place  ^ 3
and the sound  ^ 3
for they could not  ^ 3
son is  ^ 3
whose blood  ^ 3
it with  ^ 3
whoremongers and  ^ 3
fear what  ^ 3
world to come  ^ 3
my rest  ^ 3
the beginning  ^ 3
ye will hear his  ^ 3
voice harden  ^ 3
his rest  ^ 3
my works  ^ 3
for we have  ^ 3
our infirmities  ^ 3
they shall enter into  ^ 3
a certain day  ^ 3
you again  ^ 3
for himself  ^ 3
no man taketh  ^ 3
crying and  ^ 3
from dead  ^ 3
of the doctrine  ^ 3
himself saying  ^ 3
and the powers  ^ 3
the rain  ^ 3
after the law  ^ 3
thou art a priest  ^ 3
thereof for  ^ 3
with an oath  ^ 3
sinners and  ^ 3
and write  ^ 3
neighbor and  ^ 3
house of judah  ^ 3
he saith behold  ^ 3
that i made  ^ 3
the holy place  ^ 3
and scarlet  ^ 3
the table  ^ 3
shewbread which  ^ 3
sin by  ^ 3
manna and  ^ 3
tables of the  ^ 3
censer and  ^ 3
that the way  ^ 3
ahaz and hezekiah  ^ 3
and hezekiah kings  ^ 3
are not my people  ^ 3
yet a little  ^ 3
and it shall come to pass at that  ^ 3
but they knew not  ^ 3
and not man  ^ 3
day will i make  ^ 3
and they shall hear  ^ 3
and they shall say  ^ 3
look to  ^ 3
with the inhabitants  ^ 3
the lord hath a controversy  ^ 3
of thy god i  ^ 3
hear ye this  ^ 3
ephraim to  ^ 3
and not sacrifice  ^ 3
woe unto them for  ^ 3
upon their beds  ^ 3
all their wickedness  ^ 3
wherein is no pleasure  ^ 3
the multitude of thine iniquity  ^ 3
except the lord  ^ 3
lift up thy voice  ^ 3
the outcasts of israel  ^ 3
the stars of heaven  ^ 3
the world for  ^ 3
for their iniquity  ^ 3
of his fierce anger  ^ 3
is near to come  ^ 3
of the lord is at hand  ^ 3
to hell  ^ 3
the face of the world  ^ 3
of hosts hath purposed  ^ 3
that king ahaz  ^ 3
desolate for  ^ 3
unto the mount  ^ 3
this is the portion  ^ 3
