StrongsOne ^ StrongsTwo ^ Count
3701 ^ 4403 ^ 1
3701 ^ 2046 ^ 1
3701 ^ 1270 ^ 1
3701 ^ 214 ^ 1
3701 ^ 3368 ^ 1
3701 ^ 2563 ^ 1
3701 ^ 7057 ^ 1
3701 ^ 6091 ^ 1
3701 ^ 8172 ^ 1
3701 ^ 962 ^ 1
3701 ^ 369 ^ 1
3701 ^ 3772 ^ 1
3701 ^ 7993 ^ 1
3701 ^ 899 ^ 1
3701 ^ 2891 ^ 1
5221 ^ 853 ^ 170
5221 ^ 3605 ^ 17
5221 ^ 6310 ^ 17
5221 ^ 4191 ^ 14
5221 ^ 5315 ^ 10
5221 ^ 376 ^ 8
5221 ^ 5971 ^ 7
5221 ^ 4480 ^ 6
5221 ^ 1419 ^ 6
5221 ^ 505 ^ 6
5221 ^ 3588 ^ 5
5221 ^ 5704 ^ 5
5221 ^ 5221 ^ 5
5221 ^ 5921 ^ 5
5221 ^ 8033 ^ 5
5221 ^ 3709 ^ 5
5221 ^ 2719 ^ 5
5221 ^ 4264 ^ 4
5221 ^ 776 ^ 4
5221 ^ 1571 ^ 4
5221 ^ 3027 ^ 4
5221 ^ 3808 ^ 4
5221 ^ 6430 ^ 4
5221 ^ 7626 ^ 4
5221 ^ 1961 ^ 3
5221 ^ 4994 ^ 3
5221 ^ 413 ^ 3
5221 ^ 758 ^ 3
5221 ^ 5750 ^ 2
5221 ^ 7291 ^ 2
5221 ^ 7453 ^ 2
5221 ^ 559 ^ 2
5221 ^ 6697 ^ 2
5221 ^ 2088 ^ 2
5221 ^ 834 ^ 2
5221 ^ 854 ^ 2
5221 ^ 6440 ^ 2
5221 ^ 430 ^ 2
5221 ^ 4428 ^ 2
5221 ^ 3423 ^ 2
5221 ^ 6076 ^ 2
5221 ^ 1732 ^ 2
5221 ^ 2983 ^ 2
5221 ^ 5892 ^ 2
5221 ^ 6481 ^ 2
5221 ^ 7414 ^ 2
5221 ^ 7969 ^ 2
5221 ^ 7227 ^ 2
5221 ^ 5288 ^ 2
5221 ^ 3895 ^ 2
5221 ^ 4347 ^ 2
5221 ^ 8328 ^ 2
5221 ^ 7711 ^ 2
5221 ^ 517 ^ 1
5221 ^ 8045 ^ 1
5221 ^ 2398 ^ 1
5221 ^ 4294 ^ 1
5221 ^ 1 ^ 1
5221 ^ 5352 ^ 1
5221 ^ 929 ^ 1
5221 ^ 120 ^ 1
5221 ^ 1698 ^ 1
5221 ^ 3807 ^ 1
5221 ^ 1121 ^ 1
5221 ^ 1644 ^ 1
5221 ^ 3254 ^ 1
5221 ^ 3579 ^ 1
5221 ^ 3117 ^ 1
5221 ^ 3627 ^ 1
5221 ^ 1350 ^ 1
5221 ^ 3318 ^ 1
5221 ^ 2763 ^ 1
5221 ^ 8199 ^ 1
5221 ^ 7971 ^ 1
5221 ^ 5355 ^ 1
5221 ^ 7829 ^ 1
5221 ^ 7822 ^ 1
5221 ^ 7697 ^ 1
5221 ^ 4174 ^ 1
5221 ^ 3966 ^ 1
5221 ^ 4872 ^ 1
5221 ^ 5676 ^ 1
5221 ^ 966 ^ 1
5221 ^ 5307 ^ 1
5221 ^ 3478 ^ 1
5221 ^ 7970 ^ 1
5221 ^ 7785 ^ 1
5221 ^ 2491 ^ 1
5221 ^ 3595 ^ 1
5221 ^ 4634 ^ 1
5221 ^ 5337 ^ 1
5221 ^ 5493 ^ 1
5221 ^ 3083 ^ 1
5221 ^ 6010 ^ 1
5221 ^ 428 ^ 1
5221 ^ 7731 ^ 1
5221 ^ 251 ^ 1
5221 ^ 7065 ^ 1
5221 ^ 2595 ^ 1
5221 ^ 310 ^ 1
5221 ^ 1405 ^ 1
5221 ^ 1980 ^ 1
5221 ^ 5575 ^ 1
5221 ^ 859 ^ 1
5221 ^ 3898 ^ 1
5221 ^ 2568 ^ 1
5221 ^ 7725 ^ 1
5221 ^ 6905 ^ 1
5221 ^ 8111 ^ 1
5221 ^ 5030 ^ 1
5221 ^ 7617 ^ 1
5221 ^ 3063 ^ 1
5221 ^ 5608 ^ 1
5221 ^ 6862 ^ 1
5221 ^ 3001 ^ 1
5221 ^ 1612 ^ 1
5221 ^ 3119 ^ 1
5221 ^ 1060 ^ 1
5221 ^ 4714 ^ 1
5221 ^ 3684 ^ 1
5221 ^ 5081 ^ 1
5221 ^ 3887 ^ 1
5221 ^ 1077 ^ 1
5221 ^ 2022 ^ 1
5221 ^ 8172 ^ 1
5221 ^ 7651 ^ 1
5221 ^ 7665 ^ 1
5221 ^ 2026 ^ 1
5221 ^ 5641 ^ 1
5221 ^ 106 ^ 1
5221 ^ 7522 ^ 1
5221 ^ 2061 ^ 1
5221 ^ 369 ^ 1
5221 ^ 3956 ^ 1
5221 ^ 5869 ^ 1
5221 ^ 639 ^ 1
5221 ^ 5414 ^ 1
5221 ^ 7243 ^ 1
5221 ^ 3541 ^ 1
5221 ^ 7646 ^ 1
5221 ^ 5439 ^ 1
5221 ^ 408 ^ 1
5221 ^ 589 ^ 1
5221 ^ 7198 ^ 1
5221 ^ 2280 ^ 1
5221 ^ 2779 ^ 1
5221 ^ 3730 ^ 1
5221 ^ 8074 ^ 1
5221 ^ 2428 ^ 1
5221 ^ 1530 ^ 1
5221 ^ 1004 ^ 1
4872 ^ 559 ^ 154
4872 ^ 175 ^ 56
4872 ^ 5650 ^ 30
4872 ^ 1696 ^ 25
4872 ^ 413 ^ 21
4872 ^ 3947 ^ 19
4872 ^ 5414 ^ 17
4872 ^ 6680 ^ 16
4872 ^ 6213 ^ 12
4872 ^ 376 ^ 12
4872 ^ 935 ^ 11
4872 ^ 3651 ^ 10
4872 ^ 5921 ^ 10
4872 ^ 7971 ^ 9
4872 ^ 834 ^ 9
4872 ^ 5186 ^ 9
4872 ^ 7121 ^ 9
4872 ^ 2859 ^ 9
4872 ^ 1980 ^ 8
4872 ^ 5927 ^ 8
4872 ^ 499 ^ 8
4872 ^ 4480 ^ 7
4872 ^ 3318 ^ 7
4872 ^ 3789 ^ 6
4872 ^ 3615 ^ 6
4872 ^ 853 ^ 5
4872 ^ 1961 ^ 5
4872 ^ 7725 ^ 5
4872 ^ 6440 ^ 5
4872 ^ 6965 ^ 4
4872 ^ 7200 ^ 4
4872 ^ 2236 ^ 4
4872 ^ 2009 ^ 4
4872 ^ 8085 ^ 4
4872 ^ 3605 ^ 4
4872 ^ 3381 ^ 4
4872 ^ 3808 ^ 4
4872 ^ 7126 ^ 4
4872 ^ 6485 ^ 4
4872 ^ 4872 ^ 3
4872 ^ 6817 ^ 3
4872 ^ 7925 ^ 3
4872 ^ 1121 ^ 3
4872 ^ 5704 ^ 3
4872 ^ 2022 ^ 3
4872 ^ 6999 ^ 3
4872 ^ 4057 ^ 3
4872 ^ 622 ^ 3
4872 ^ 6160 ^ 3
4872 ^ 3372 ^ 2
4872 ^ 3541 ^ 2
4872 ^ 5046 ^ 2
4872 ^ 6547 ^ 2
4872 ^ 5493 ^ 2
4872 ^ 3966 ^ 2
4872 ^ 4100 ^ 2
4872 ^ 7107 ^ 2
4872 ^ 7311 ^ 2
4872 ^ 3027 ^ 2
4872 ^ 2005 ^ 2
4872 ^ 6419 ^ 2
4872 ^ 5869 ^ 2
4872 ^ 3068 ^ 2
4872 ^ 5117 ^ 2
4872 ^ 4813 ^ 2
4872 ^ 3091 ^ 2
4872 ^ 5221 ^ 2
4872 ^ 1431 ^ 1
4872 ^ 1272 ^ 1
4872 ^ 2974 ^ 1
4872 ^ 5641 ^ 1
4872 ^ 6030 ^ 1
4872 ^ 5127 ^ 1
4872 ^ 4080 ^ 1
4872 ^ 6258 ^ 1
4872 ^ 8141 ^ 1
4872 ^ 776 ^ 1
4872 ^ 8084 ^ 1
4872 ^ 6854 ^ 1
4872 ^ 5750 ^ 1
4872 ^ 7592 ^ 1
4872 ^ 5265 ^ 1
4872 ^ 5674 ^ 1
4872 ^ 1129 ^ 1
4872 ^ 3478 ^ 1
4872 ^ 802 ^ 1
4872 ^ 589 ^ 1
4872 ^ 5608 ^ 1
4872 ^ 3427 ^ 1
4872 ^ 977 ^ 1
4872 ^ 5066 ^ 1
4872 ^ 905 ^ 1
4872 ^ 954 ^ 1
4872 ^ 2470 ^ 1
4872 ^ 6437 ^ 1
4872 ^ 6963 ^ 1
4872 ^ 639 ^ 1
4872 ^ 5975 ^ 1
4872 ^ 5307 ^ 1
4872 ^ 4310 ^ 1
4872 ^ 6458 ^ 1
4872 ^ 4116 ^ 1
4872 ^ 3045 ^ 1
4872 ^ 3588 ^ 1
4872 ^ 6950 ^ 1
4872 ^ 5656 ^ 1
4872 ^ 1288 ^ 1
4872 ^ 4490 ^ 1
4872 ^ 1875 ^ 1
4872 ^ 310 ^ 1
4872 ^ 517 ^ 1
4872 ^ 3117 ^ 1
4872 ^ 3881 ^ 1
4872 ^ 3607 ^ 1
4872 ^ 994 ^ 1
4872 ^ 1 ^ 1
4872 ^ 4185 ^ 1
4872 ^ 2734 ^ 1
4872 ^ 6584 ^ 1
4872 ^ 996 ^ 1
4872 ^ 2026 ^ 1
4872 ^ 2673 ^ 1
4872 ^ 874 ^ 1
4872 ^ 914 ^ 1
4872 ^ 7760 ^ 1
4872 ^ 2205 ^ 1
4872 ^ 3548 ^ 1
4872 ^ 3772 ^ 1
4872 ^ 2088 ^ 1
4872 ^ 3967 ^ 1
4872 ^ 8552 ^ 1
4872 ^ 5564 ^ 1
4872 ^ 8334 ^ 1
4872 ^ 4196 ^ 1
4872 ^ 5157 ^ 1
4872 ^ 8672 ^ 1
4872 ^ 7650 ^ 1
4872 ^ 6504 ^ 1
4872 ^ 4616 ^ 1
4872 ^ 1648 ^ 1
4872 ^ 5057 ^ 1
4872 ^ 7676 ^ 1
4872 ^ 8057 ^ 1
4872 ^ 241 ^ 1
4872 ^ 5949 ^ 1
4872 ^ 4264 ^ 1
4872 ^ 972 ^ 1
4872 ^ 5668 ^ 1
4872 ^ 5971 ^ 1
4872 ^ 8597 ^ 1
4872 ^ 8050 ^ 1
2719 ^ 5921 ^ 22
2719 ^ 7458 ^ 21
2719 ^ 4480 ^ 14
2719 ^ 935 ^ 10
2719 ^ 3588 ^ 10
2719 ^ 3808 ^ 10
2719 ^ 3027 ^ 9
2719 ^ 413 ^ 9
2719 ^ 834 ^ 9
2719 ^ 398 ^ 8
2719 ^ 3068 ^ 7
2719 ^ 310 ^ 6
2719 ^ 1961 ^ 6
2719 ^ 802 ^ 5
2719 ^ 4428 ^ 5
2719 ^ 3605 ^ 5
2719 ^ 5307 ^ 4
2719 ^ 8025 ^ 4
2719 ^ 2763 ^ 4
2719 ^ 6440 ^ 4
2719 ^ 4191 ^ 4
2719 ^ 589 ^ 4
2719 ^ 1992 ^ 4
2719 ^ 1869 ^ 4
2719 ^ 4421 ^ 4
2719 ^ 2719 ^ 4
2719 ^ 2026 ^ 4
2719 ^ 3947 ^ 3
2719 ^ 5674 ^ 3
2719 ^ 5704 ^ 3
2719 ^ 853 ^ 3
2719 ^ 2595 ^ 3
2719 ^ 1121 ^ 3
2719 ^ 776 ^ 3
2719 ^ 341 ^ 3
2719 ^ 5002 ^ 3
2719 ^ 7198 ^ 2
2719 ^ 6547 ^ 2
2719 ^ 369 ^ 2
2719 ^ 3423 ^ 2
2719 ^ 4135 ^ 2
2719 ^ 7971 ^ 2
2719 ^ 7453 ^ 2
2719 ^ 1571 ^ 2
2719 ^ 1555 ^ 2
2719 ^ 1856 ^ 2
2719 ^ 7420 ^ 2
2719 ^ 5439 ^ 2
2719 ^ 855 ^ 2
2719 ^ 1980 ^ 2
2719 ^ 7604 ^ 2
2719 ^ 2300 ^ 2
2719 ^ 1368 ^ 2
2719 ^ 2015 ^ 1
2719 ^ 2421 ^ 1
2719 ^ 7711 ^ 1
2719 ^ 1346 ^ 1
2719 ^ 8147 ^ 1
2719 ^ 1439 ^ 1
2719 ^ 8313 ^ 1
2719 ^ 905 ^ 1
2719 ^ 4974 ^ 1
2719 ^ 176 ^ 1
2719 ^ 7592 ^ 1
2719 ^ 2296 ^ 1
2719 ^ 1732 ^ 1
2719 ^ 5927 ^ 1
2719 ^ 7586 ^ 1
2719 ^ 2638 ^ 1
2719 ^ 6775 ^ 1
2719 ^ 376 ^ 1
2719 ^ 1 ^ 1
2719 ^ 2371 ^ 1
2719 ^ 3058 ^ 1
2719 ^ 1234 ^ 1
2719 ^ 7376 ^ 1
2719 ^ 7323 ^ 1
2719 ^ 3063 ^ 1
2719 ^ 4397 ^ 1
2719 ^ 8196 ^ 1
2719 ^ 1004 ^ 1
2719 ^ 1540 ^ 1
2719 ^ 7628 ^ 1
2719 ^ 631 ^ 1
2719 ^ 2027 ^ 1
2719 ^ 4616 ^ 1
2719 ^ 6631 ^ 1
2719 ^ 5066 ^ 1
2719 ^ 5381 ^ 1
2719 ^ 3173 ^ 1
2719 ^ 3467 ^ 1
2719 ^ 8193 ^ 1
2719 ^ 490 ^ 1
2719 ^ 3956 ^ 1
2719 ^ 8150 ^ 1
2719 ^ 4973 ^ 1
2719 ^ 3925 ^ 1
2719 ^ 1369 ^ 1
2719 ^ 3381 ^ 1
2719 ^ 6485 ^ 1
2719 ^ 970 ^ 1
2719 ^ 7301 ^ 1
2719 ^ 5086 ^ 1
2719 ^ 6738 ^ 1
2719 ^ 4310 ^ 1
2719 ^ 5060 ^ 1
2719 ^ 518 ^ 1
2719 ^ 7993 ^ 1
2719 ^ 4672 ^ 1
2719 ^ 5315 ^ 1
2719 ^ 7725 ^ 1
2719 ^ 6437 ^ 1
2719 ^ 7921 ^ 1
2719 ^ 4057 ^ 1
2719 ^ 7992 ^ 1
2719 ^ 1471 ^ 1
2719 ^ 2351 ^ 1
2719 ^ 8199 ^ 1
2719 ^ 3318 ^ 1
2719 ^ 3717 ^ 1
2719 ^ 2491 ^ 1
2719 ^ 1419 ^ 1
2719 ^ 6605 ^ 1
2719 ^ 3045 ^ 1
2719 ^ 1323 ^ 1
2719 ^ 5422 ^ 1
2719 ^ 5797 ^ 1
2719 ^ 2007 ^ 1
2719 ^ 2220 ^ 1
2719 ^ 1931 ^ 1
2719 ^ 5414 ^ 1
2719 ^ 4900 ^ 1
2719 ^ 8478 ^ 1
2719 ^ 5375 ^ 1
2719 ^ 6213 ^ 1
2719 ^ 6256 ^ 1
2719 ^ 6908 ^ 1
2719 ^ 3852 ^ 1
2719 ^ 2342 ^ 1
2719 ^ 5768 ^ 1
2719 ^ 4211 ^ 1
2719 ^ 7843 ^ 1
2719 ^ 5973 ^ 1
2719 ^ 3478 ^ 1
2719 ^ 127 ^ 1
2719 ^ 5127 ^ 1
2719 ^ 559 ^ 1
2719 ^ 1300 ^ 1
2719 ^ 3772 ^ 1
2719 ^ 251 ^ 1
8754 ^ 11206 ^ 34
8754 ^ 12262 ^ 11
8754 ^ 10396 ^ 9
8754 ^ 12428 ^ 9
8754 ^ 11059 ^ 8
8754 ^ 10866 ^ 6
8754 ^ 10902 ^ 6
8754 ^ 10147 ^ 5
8754 ^ 9770 ^ 5
8754 ^ 12462 ^ 4
8754 ^ 14050 ^ 4
8754 ^ 8938 ^ 4
8754 ^ 10166 ^ 4
8754 ^ 9897 ^ 4
8754 ^ 10111 ^ 4
8754 ^ 12413 ^ 4
8754 ^ 10750 ^ 4
8754 ^ 11150 ^ 3
8754 ^ 11117 ^ 3
8754 ^ 11678 ^ 3
8754 ^ 12430 ^ 3
8754 ^ 10161 ^ 3
8754 ^ 13884 ^ 3
8754 ^ 14137 ^ 3
8754 ^ 12544 ^ 3
8754 ^ 9799 ^ 3
8754 ^ 11980 ^ 3
8754 ^ 13536 ^ 3
8754 ^ 10738 ^ 3
8754 ^ 8699 ^ 3
8754 ^ 10583 ^ 2
8754 ^ 13287 ^ 2
8754 ^ 9580 ^ 2
8754 ^ 9537 ^ 2
8754 ^ 12534 ^ 2
8754 ^ 10193 ^ 2
8754 ^ 9520 ^ 2
8754 ^ 12834 ^ 2
8754 ^ 9273 ^ 2
8754 ^ 11657 ^ 2
8754 ^ 14287 ^ 2
8754 ^ 13223 ^ 2
8754 ^ 8865 ^ 2
8754 ^ 11270 ^ 2
8754 ^ 9737 ^ 2
8754 ^ 10744 ^ 2
8754 ^ 10983 ^ 2
8754 ^ 9781 ^ 2
8754 ^ 8909 ^ 2
8754 ^ 12037 ^ 2
8754 ^ 8701 ^ 2
8754 ^ 13010 ^ 2
8754 ^ 13697 ^ 2
8754 ^ 11309 ^ 2
8754 ^ 10174 ^ 1
8754 ^ 13143 ^ 1
8754 ^ 12114 ^ 1
8754 ^ 10592 ^ 1
8754 ^ 10528 ^ 1
8754 ^ 9809 ^ 1
8754 ^ 8754 ^ 1
8754 ^ 10200 ^ 1
8754 ^ 11981 ^ 1
8754 ^ 12040 ^ 1
8754 ^ 10914 ^ 1
8754 ^ 10932 ^ 1
8754 ^ 12378 ^ 1
8754 ^ 12441 ^ 1
8754 ^ 12774 ^ 1
8754 ^ 8979 ^ 1
8754 ^ 11650 ^ 1
8754 ^ 9124 ^ 1
8754 ^ 13700 ^ 1
8754 ^ 10506 ^ 1
8754 ^ 13775 ^ 1
8754 ^ 10654 ^ 1
8754 ^ 13594 ^ 1
8754 ^ 11118 ^ 1
8754 ^ 10595 ^ 1
8754 ^ 9249 ^ 1
8754 ^ 14281 ^ 1
8754 ^ 11404 ^ 1
8754 ^ 11165 ^ 1
8754 ^ 13881 ^ 1
8754 ^ 12036 ^ 1
8754 ^ 12988 ^ 1
8754 ^ 10786 ^ 1
8754 ^ 10495 ^ 1
8754 ^ 10276 ^ 1
8754 ^ 12582 ^ 1
8754 ^ 9883 ^ 1
8754 ^ 12888 ^ 1
8754 ^ 12872 ^ 1
8754 ^ 12528 ^ 1
8754 ^ 12124 ^ 1
8754 ^ 10373 ^ 1
8754 ^ 13883 ^ 1
8754 ^ 11750 ^ 1
8754 ^ 13024 ^ 1
8754 ^ 13322 ^ 1
8754 ^ 13933 ^ 1
8754 ^ 10084 ^ 1
8754 ^ 12019 ^ 1
8754 ^ 12879 ^ 1
8754 ^ 11593 ^ 1
8754 ^ 10212 ^ 1
8754 ^ 9296 ^ 1
8754 ^ 13989 ^ 1
8754 ^ 13579 ^ 1
8754 ^ 12426 ^ 1
8754 ^ 10880 ^ 1
8754 ^ 10852 ^ 1
8754 ^ 9299 ^ 1
8754 ^ 9456 ^ 1
8754 ^ 8724 ^ 1
8754 ^ 9326 ^ 1
8754 ^ 12061 ^ 1
8754 ^ 9863 ^ 1
8754 ^ 10417 ^ 1
8754 ^ 12419 ^ 1
8754 ^ 10931 ^ 1
8754 ^ 9316 ^ 1
8754 ^ 12726 ^ 1
8754 ^ 12686 ^ 1
8754 ^ 10749 ^ 1
8754 ^ 12234 ^ 1
8754 ^ 11205 ^ 1
8754 ^ 13902 ^ 1
8754 ^ 13413 ^ 1
8754 ^ 12717 ^ 1
8754 ^ 10247 ^ 1
8754 ^ 14045 ^ 1
8754 ^ 12027 ^ 1
8754 ^ 12053 ^ 1
8754 ^ 11213 ^ 1
8754 ^ 12628 ^ 1
8754 ^ 9104 ^ 1
8754 ^ 13769 ^ 1
8754 ^ 10907 ^ 1
8754 ^ 13685 ^ 1
8754 ^ 12630 ^ 1
8754 ^ 10867 ^ 1
8754 ^ 12334 ^ 1
8754 ^ 13887 ^ 1
8754 ^ 13378 ^ 1
8754 ^ 12646 ^ 1
8754 ^ 10016 ^ 1
8754 ^ 11869 ^ 1
8754 ^ 11272 ^ 1
5769 ^ 1285 ^ 18
5769 ^ 5703 ^ 16
5769 ^ 1755 ^ 14
5769 ^ 5704 ^ 10
5769 ^ 3588 ^ 9
5769 ^ 4480 ^ 6
5769 ^ 3808 ^ 6
5769 ^ 2708 ^ 5
5769 ^ 3605 ^ 5
5769 ^ 3068 ^ 4
5769 ^ 6213 ^ 4
5769 ^ 8077 ^ 4
5769 ^ 859 ^ 4
5769 ^ 5921 ^ 4
5769 ^ 954 ^ 4
5769 ^ 2723 ^ 4
5769 ^ 272 ^ 3
5769 ^ 1389 ^ 3
5769 ^ 2233 ^ 3
5769 ^ 834 ^ 3
5769 ^ 6440 ^ 3
5769 ^ 5869 ^ 3
5769 ^ 3678 ^ 3
5769 ^ 5414 ^ 3
5769 ^ 8034 ^ 3
5769 ^ 2143 ^ 3
5769 ^ 4872 ^ 2
5769 ^ 3550 ^ 2
5769 ^ 2706 ^ 2
5769 ^ 995 ^ 2
5769 ^ 3427 ^ 2
5769 ^ 559 ^ 2
5769 ^ 1732 ^ 2
5769 ^ 518 ^ 2
5769 ^ 1004 ^ 2
5769 ^ 4131 ^ 2
5769 ^ 6607 ^ 2
5769 ^ 543 ^ 2
5769 ^ 5542 ^ 2
5769 ^ 2781 ^ 2
5769 ^ 530 ^ 2
5769 ^ 1129 ^ 2
5769 ^ 1984 ^ 2
5769 ^ 6664 ^ 2
5769 ^ 430 ^ 2
5769 ^ 1366 ^ 2
5769 ^ 8057 ^ 2
5769 ^ 216 ^ 2
5769 ^ 8142 ^ 2
5769 ^ 342 ^ 2
5769 ^ 1777 ^ 1
5769 ^ 376 ^ 1
5769 ^ 410 ^ 1
5769 ^ 2088 ^ 1
5769 ^ 7637 ^ 1
5769 ^ 251 ^ 1
5769 ^ 1931 ^ 1
5769 ^ 637 ^ 1
5769 ^ 2220 ^ 1
5769 ^ 8646 ^ 1
5769 ^ 6565 ^ 1
5769 ^ 6258 ^ 1
5769 ^ 5771 ^ 1
5769 ^ 6965 ^ 1
5769 ^ 5493 ^ 1
5769 ^ 7760 ^ 1
5769 ^ 3318 ^ 1
5769 ^ 6999 ^ 1
5769 ^ 3336 ^ 1
5769 ^ 1121 ^ 1
5769 ^ 5647 ^ 1
5769 ^ 4616 ^ 1
5769 ^ 4069 ^ 1
5769 ^ 1288 ^ 1
5769 ^ 2308 ^ 1
5769 ^ 734 ^ 1
5769 ^ 7442 ^ 1
5769 ^ 3559 ^ 1
5769 ^ 4284 ^ 1
5769 ^ 4908 ^ 1
5769 ^ 2620 ^ 1
5769 ^ 4487 ^ 1
5769 ^ 853 ^ 1
5769 ^ 7685 ^ 1
5769 ^ 2167 ^ 1
5769 ^ 7521 ^ 1
5769 ^ 5608 ^ 1
5769 ^ 4900 ^ 1
5769 ^ 6310 ^ 1
5769 ^ 3394 ^ 1
5769 ^ 1697 ^ 1
5769 ^ 2142 ^ 1
5769 ^ 6918 ^ 1
5769 ^ 6662 ^ 1
5769 ^ 6118 ^ 1
5769 ^ 7503 ^ 1
5769 ^ 4191 ^ 1
5769 ^ 4438 ^ 1
5769 ^ 3247 ^ 1
5769 ^ 1077 ^ 1
5769 ^ 7945 ^ 1
5769 ^ 3820 ^ 1
5769 ^ 369 ^ 1
5769 ^ 7068 ^ 1
5769 ^ 7121 ^ 1
5769 ^ 6697 ^ 1
5769 ^ 4885 ^ 1
5769 ^ 4168 ^ 1
5769 ^ 8342 ^ 1
5769 ^ 2814 ^ 1
5769 ^ 5971 ^ 1
5769 ^ 8668 ^ 1
5769 ^ 6666 ^ 1
5769 ^ 3444 ^ 1
5769 ^ 2617 ^ 1
5769 ^ 226 ^ 1
5769 ^ 3372 ^ 1
5769 ^ 1347 ^ 1
5769 ^ 5342 ^ 1
5769 ^ 4910 ^ 1
5769 ^ 3467 ^ 1
5769 ^ 7665 ^ 1
5769 ^ 8104 ^ 1
5769 ^ 1471 ^ 1
5769 ^ 5410 ^ 1
5769 ^ 4428 ^ 1
5769 ^ 7635 ^ 1
5769 ^ 8292 ^ 1
5769 ^ 3639 ^ 1
5769 ^ 2030 ^ 1
5769 ^ 3640 ^ 1
5769 ^ 5012 ^ 1
5769 ^ 160 ^ 1
5769 ^ 935 ^ 1
5769 ^ 5002 ^ 1
5769 ^ 854 ^ 1
5769 ^ 4672 ^ 1
5769 ^ 1116 ^ 1
5769 ^ 5650 ^ 1
5769 ^ 6944 ^ 1
5769 ^ 2416 ^ 1
5769 ^ 1860 ^ 1
5769 ^ 781 ^ 1
5769 ^ 3644 ^ 1
5769 ^ 3389 ^ 1
5769 ^ 5927 ^ 1
5769 ^ 6931 ^ 1
3381 ^ 4480 ^ 43
3381 ^ 413 ^ 37
3381 ^ 5921 ^ 20
3381 ^ 853 ^ 18
3381 ^ 953 ^ 15
3381 ^ 4714 ^ 11
3381 ^ 7585 ^ 9
3381 ^ 5973 ^ 7
3381 ^ 854 ^ 7
3381 ^ 7125 ^ 5
3381 ^ 7200 ^ 4
3381 ^ 8033 ^ 4
3381 ^ 5869 ^ 4
3381 ^ 3588 ^ 4
3381 ^ 3220 ^ 4
3381 ^ 310 ^ 4
3381 ^ 376 ^ 3
3381 ^ 2416 ^ 3
3381 ^ 5971 ^ 3
3381 ^ 3427 ^ 3
3381 ^ 3808 ^ 3
3381 ^ 1832 ^ 3
3381 ^ 3537 ^ 2
3381 ^ 7666 ^ 2
3381 ^ 3381 ^ 2
3381 ^ 5927 ^ 2
3381 ^ 6051 ^ 2
3381 ^ 1696 ^ 2
3381 ^ 4295 ^ 2
3381 ^ 834 ^ 2
3381 ^ 5158 ^ 2
3381 ^ 4264 ^ 2
3381 ^ 1637 ^ 2
3381 ^ 7084 ^ 2
3381 ^ 3605 ^ 2
3381 ^ 4421 ^ 2
3381 ^ 1004 ^ 2
3381 ^ 6205 ^ 2
3381 ^ 935 ^ 2
3381 ^ 5221 ^ 2
3381 ^ 1653 ^ 2
3381 ^ 784 ^ 2
3381 ^ 7845 ^ 2
3381 ^ 1237 ^ 2
3381 ^ 2315 ^ 2
3381 ^ 5797 ^ 2
3381 ^ 2022 ^ 2
3381 ^ 3335 ^ 2
3381 ^ 2874 ^ 2
3381 ^ 776 ^ 2
3381 ^ 7901 ^ 2
3381 ^ 4994 ^ 1
3381 ^ 408 ^ 1
3381 ^ 8462 ^ 1
3381 ^ 3027 ^ 1
3381 ^ 518 ^ 1
3381 ^ 7364 ^ 1
3381 ^ 5337 ^ 1
3381 ^ 4688 ^ 1
3381 ^ 5749 ^ 1
3381 ^ 5716 ^ 1
3381 ^ 5975 ^ 1
3381 ^ 4539 ^ 1
3381 ^ 1121 ^ 1
3381 ^ 5982 ^ 1
3381 ^ 3669 ^ 1
3381 ^ 4229 ^ 1
3381 ^ 3383 ^ 1
3381 ^ 4118 ^ 1
3381 ^ 2256 ^ 1
3381 ^ 622 ^ 1
3381 ^ 1053 ^ 1
3381 ^ 5853 ^ 1
3381 ^ 1516 ^ 1
3381 ^ 5883 ^ 1
3381 ^ 68 ^ 1
3381 ^ 6160 ^ 1
3381 ^ 3898 ^ 1
3381 ^ 6010 ^ 1
3381 ^ 8179 ^ 1
3381 ^ 2710 ^ 1
3381 ^ 859 ^ 1
3381 ^ 6513 ^ 1
3381 ^ 8553 ^ 1
3381 ^ 8123 ^ 1
3381 ^ 831 ^ 1
3381 ^ 631 ^ 1
3381 ^ 5375 ^ 1
3381 ^ 7097 ^ 1
3381 ^ 6440 ^ 1
3381 ^ 6258 ^ 1
3381 ^ 6430 ^ 1
3381 ^ 1537 ^ 1
3381 ^ 4616 ^ 1
3381 ^ 3966 ^ 1
3381 ^ 646 ^ 1
3381 ^ 5462 ^ 1
3381 ^ 5553 ^ 1
3381 ^ 5643 ^ 1
3381 ^ 2009 ^ 1
3381 ^ 5650 ^ 1
3381 ^ 3117 ^ 1
3381 ^ 7121 ^ 1
3381 ^ 3423 ^ 1
3381 ^ 4120 ^ 1
3381 ^ 1008 ^ 1
3381 ^ 2881 ^ 1
3381 ^ 7965 ^ 1
3381 ^ 5538 ^ 1
3381 ^ 4609 ^ 1
3381 ^ 3947 ^ 1
3381 ^ 3519 ^ 1
3381 ^ 4100 ^ 1
3381 ^ 905 ^ 1
3381 ^ 6083 ^ 1
3381 ^ 875 ^ 1
3381 ^ 136 ^ 1
3381 ^ 4306 ^ 1
